Age,CityTier,PitchDuration_Cap,NumberOfPersonVisiting,NumberOfFollowups,Product_Tier,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,NumAdultsVisiting,IncomePerPerson,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProdTaken
47,1,7,3,5,2,5,4,1,1,1,2,29351,1,9783.666667,False,False,False,True,True,True,False,False,False,False,True,False,0
41,3,12,3,3,2,3,4,1,2,0,1,28591,2,9530.333333,True,False,True,False,False,False,True,False,False,False,True,False,0
22,3,7,4,5,1,4,3,1,5,1,3,20852,1,5213.0,False,True,False,False,False,False,True,False,True,False,False,False,1
46,1,7,4,4,1,3,5,0,5,0,2,20948,2,5237.0,True,False,False,True,False,True,False,False,True,False,False,False,0
34,1,9,3,4,1,3,2,0,3,1,1,21178,2,7059.333333,True,False,True,False,True,False,True,False,True,False,False,False,0
52,3,21,3,4,3,3,6,0,3,1,1,23614,2,7871.333333,True,False,True,False,False,True,False,False,False,True,False,False,0
42,3,7,3,2,2,5,3,0,3,1,2,27070,1,9023.333333,True,False,False,True,True,True,False,False,False,False,True,False,0
37,3,22,3,4,3,3,5,0,5,1,2,21334,1,7111.333333,True,False,False,True,True,True,False,False,False,True,False,False,0
30,3,7,3,4,2,3,3,0,3,1,1,26596,2,8865.333333,False,False,False,True,False,False,False,False,False,False,True,False,0
28,1,15,3,2,1,3,2,0,4,0,1,22195,2,7398.333333,True,False,False,True,False,True,False,False,True,False,False,False,0
40,2,9,3,5,3,3,2,0,3,1,1,23882,2,7960.666667,True,False,True,False,False,True,False,False,False,True,False,False,0
34,3,32,3,5,2,4,4,1,5,1,1,27058,2,9019.333333,True,False,False,True,True,False,False,True,False,False,True,False,1
29,3,30,2,1,1,5,2,0,3,1,1,16091,1,8045.5,False,True,False,False,True,False,True,False,True,False,False,False,1
38,1,32,4,4,3,3,5,1,3,1,2,23127,2,5781.75,False,False,False,True,False,False,False,False,False,True,False,False,0
36,3,9,2,4,2,3,2,1,2,1,0,25325,2,12662.5,True,False,True,False,True,False,False,False,False,False,True,False,1
29,1,34,3,3,1,3,5,0,5,1,0,17514,3,5838.0,True,False,True,False,False,True,False,False,True,False,False,False,0
46,3,33,3,5,3,5,3,0,3,0,1,23063,2,7687.666667,False,False,False,True,True,True,False,False,False,True,False,False,0
26,3,6,2,3,3,3,2,0,5,0,1,20296,1,10148.0,True,False,True,False,True,True,False,False,False,True,False,False,0
22,1,12,4,4,1,3,3,0,1,1,2,21795,2,5448.75,True,False,False,True,True,False,False,True,True,False,False,False,0
32,3,36,4,5,3,3,3,0,3,1,1,24146,3,6036.5,True,False,False,True,False,True,False,False,False,True,False,False,0
40,1,8,2,4,1,3,3,0,5,0,1,17809,1,8904.5,True,False,True,False,True,False,True,False,True,False,False,False,0
43,1,28,3,4,3,3,4,0,2,0,1,23943,2,7981.0,False,False,False,True,False,True,False,False,False,True,False,False,0
37,1,25,3,3,1,3,6,0,5,0,1,22366,2,7455.333333,False,False,True,False,True,False,False,False,True,False,False,False,0
49,1,6,2,4,4,3,1,1,3,1,0,28964,2,14482.0,True,True,False,False,False,False,True,False,False,False,False,False,0
43,1,20,3,3,4,5,7,0,5,1,0,32159,3,10719.66667,True,False,True,False,True,False,False,False,False,False,False,False,0
46,1,7,4,4,1,3,5,0,5,1,1,20948,3,5237.0,True,False,False,True,False,True,False,False,True,False,False,False,0
33,1,13,2,3,2,3,1,0,4,0,0,26691,2,13345.5,True,False,False,True,True,False,False,False,False,False,True,False,0
39,3,11,2,3,3,3,4,0,1,0,0,17086,2,8543.0,True,True,False,False,True,True,False,False,False,True,False,False,1
35,1,14,3,4,2,4,2,0,3,1,1,30672,2,10224.0,True,False,True,False,False,False,True,False,False,False,True,False,0
36,1,16,4,5,2,3,3,1,4,1,3,29363,1,7340.75,True,False,True,False,False,True,False,False,False,False,True,False,0
34,1,7,3,4,3,5,1,0,1,0,0,20343,3,6781.0,False,False,False,True,True,False,True,False,False,True,False,False,0
54,1,9,2,3,4,3,4,0,5,0,0,32779,2,16389.5,True,False,True,False,True,True,False,False,False,False,False,False,0
26,1,6,2,3,3,4,2,0,5,0,1,21397,1,10698.5,False,False,True,False,False,True,False,False,False,True,False,False,0
25,3,25,2,4,1,4,2,1,1,0,1,17413,1,8706.5,True,False,False,True,True,True,False,False,True,False,False,False,1
35,1,22,3,3,2,3,5,1,1,0,0,22632,3,7544.0,True,False,True,False,True,True,False,False,False,False,True,False,0
36,1,29,4,2,2,4,2,0,5,1,3,30674,1,7668.5,True,False,True,False,False,True,False,False,False,False,True,False,0
30,1,16,4,2,1,3,8,0,5,1,1,21129,3,5282.25,True,False,True,False,True,True,False,False,True,False,False,False,0
36,1,14,3,1,2,5,1,0,3,0,1,26713,2,8904.333333,False,False,True,False,False,True,False,False,False,False,True,False,0
47,1,7,4,4,2,5,2,0,2,0,1,28074,3,7018.5,True,False,False,True,True,True,False,False,False,False,True,False,0
32,1,8,3,3,1,3,1,0,5,1,1,18068,2,6022.666667,False,False,True,False,True,False,True,False,True,False,False,False,0
40,1,9,4,5,3,3,3,0,1,1,2,23231,2,5807.75,True,True,False,False,False,False,False,True,False,True,False,False,0
49,1,14,2,3,2,4,5,0,4,0,0,22403,2,11201.5,True,False,True,False,False,False,False,False,False,False,True,False,0
55,1,9,3,4,2,3,2,0,4,0,1,32227,2,10742.33333,True,True,False,False,False,True,False,False,False,False,True,False,0
33,3,15,4,5,3,4,3,1,2,1,1,23906,3,5976.5,True,True,False,False,False,False,False,False,False,True,False,False,0
27,1,13,3,5,1,4,3,0,3,1,1,21046,2,7015.333333,True,False,True,False,False,False,False,False,True,False,False,False,0
38,1,13,3,3,3,5,6,1,3,1,2,24652,1,8217.333333,True,False,False,True,True,True,False,False,False,True,False,False,0
36,1,14,3,4,2,3,5,0,3,0,2,28899,1,9633.0,True,False,True,False,True,False,True,False,False,False,True,False,0
31,3,12,3,5,3,3,5,1,3,0,2,21172,1,7057.333333,True,False,True,False,True,True,False,False,False,True,False,False,1
49,3,17,2,3,2,3,2,0,4,0,0,22654,2,11327.0,True,False,False,True,False,True,False,False,False,False,True,False,1
45,3,19,2,1,4,3,7,1,3,1,0,33824,2,16912.0,True,False,False,True,True,False,True,False,False,False,False,False,1
45,1,34,3,3,1,3,5,0,3,1,2,17132,1,5710.666667,True,True,False,False,True,True,False,False,True,False,False,False,0
37,1,17,2,3,2,3,2,1,3,1,1,27185,1,13592.5,False,False,True,False,True,True,False,False,False,False,True,False,0
40,1,31,3,4,1,4,3,1,1,0,1,22582,2,7527.333333,True,False,False,True,True,True,False,False,True,False,False,False,1
57,1,31,4,4,1,3,3,0,3,0,1,21265,3,5316.25,True,False,True,False,True,False,True,False,True,False,False,False,1
34,1,7,4,5,1,5,5,1,4,0,1,21477,3,5369.25,True,False,True,False,True,False,False,True,True,False,False,False,0
39,1,36,3,4,3,3,5,0,1,0,1,24939,2,8313.0,True,True,False,False,True,True,False,False,False,True,False,False,0
40,1,13,4,4,1,5,2,1,1,1,2,21082,2,5270.5,True,False,False,True,True,True,False,False,True,False,False,False,1
39,1,9,3,4,3,3,1,0,4,0,2,18069,1,6023.0,True,False,False,True,True,True,False,False,False,True,False,False,0
40,1,20,2,4,5,3,2,0,3,1,1,34626,1,17313.0,True,False,False,True,True,False,True,False,False,False,False,True,0
29,1,6,2,4,1,5,2,1,1,0,0,17319,2,8659.5,True,False,True,False,False,True,False,False,True,False,False,False,1
27,1,23,3,4,1,4,4,1,2,1,2,21051,1,7017.0,True,False,False,True,True,True,False,False,True,False,False,False,1
38,3,16,3,4,2,3,1,1,3,1,0,23740,3,7913.333333,True,False,False,True,True,True,False,False,False,False,True,False,0
28,1,13,3,3,1,5,4,1,3,0,2,21674,1,7224.666667,True,False,True,False,True,False,False,True,True,False,False,False,1
38,3,23,4,5,3,3,6,0,5,1,1,25012,3,6253.0,True,False,False,True,True,True,False,False,False,True,False,False,0
48,1,6,2,1,4,3,3,0,1,0,0,31885,2,15942.5,False,False,False,True,True,False,True,False,False,False,False,False,0
27,1,13,4,4,1,3,3,1,1,0,2,21337,2,5334.25,True,False,True,False,False,True,False,False,True,False,False,False,0
40,1,8,3,3,1,3,3,0,1,1,1,17001,2,5667.0,True,False,False,True,False,True,False,False,True,False,False,False,0
46,1,8,2,3,2,3,4,0,1,1,1,23578,1,11789.0,True,False,True,False,True,True,False,False,False,False,True,False,0
35,1,13,3,4,1,5,4,0,2,1,2,21638,1,7212.666667,True,False,False,True,True,False,False,True,True,False,False,False,1
39,1,22,4,5,2,3,2,1,5,1,2,30188,2,7547.0,True,False,True,False,True,True,False,False,False,False,True,False,0
36,3,16,3,4,3,3,2,1,1,1,2,20673,1,6891.0,True,True,False,False,False,True,False,False,False,True,False,False,0
40,3,14,4,4,1,3,3,1,1,1,3,23212,1,5803.0,True,False,True,False,True,True,False,False,True,False,False,False,1
26,1,6,3,3,1,5,1,0,5,1,2,17867,1,5955.666667,True,False,False,True,True,False,True,False,True,False,False,False,0
22,1,21,2,3,1,3,2,0,2,1,1,17871,1,8935.5,True,False,False,True,False,False,True,False,True,False,False,False,0
37,1,12,4,4,3,4,2,0,2,0,3,24592,1,6148.0,True,False,True,False,True,False,False,True,False,True,False,False,0
47,1,31,2,3,2,3,3,0,3,1,0,23633,2,11816.5,True,False,False,True,True,False,False,True,False,False,True,False,0
26,1,8,2,1,3,3,2,0,3,1,1,20472,1,10236.0,True,False,False,True,True,True,False,False,False,True,False,False,0
30,3,17,3,5,3,3,2,0,4,1,1,24547,2,8182.333333,True,False,False,True,True,False,False,True,False,True,False,False,0
27,1,8,2,3,1,5,2,0,3,0,1,17341,1,8670.5,True,False,True,False,False,True,False,False,True,False,False,False,0
25,3,19,2,3,1,3,2,0,3,1,0,17096,2,8548.0,True,False,False,True,True,False,False,False,True,False,False,False,0
26,3,34,3,3,3,4,2,0,3,1,0,21272,3,7090.666667,True,False,False,True,True,False,False,False,False,True,False,False,0
31,1,29,3,4,1,3,6,1,2,0,2,20810,1,6936.666667,True,False,True,False,False,False,False,False,True,False,False,False,1
29,1,14,4,4,1,5,5,1,3,0,3,25352,1,6338.0,True,False,True,False,True,False,False,True,True,False,False,False,1
20,1,17,3,4,1,5,2,1,3,1,2,17600,1,5866.666667,True,False,False,True,False,False,True,False,True,False,False,False,1
33,1,20,4,5,1,4,3,0,5,0,1,21421,3,5355.25,False,False,True,False,False,False,False,False,True,False,False,False,0
21,3,28,3,2,1,3,3,0,3,1,2,21356,1,7118.666667,True,False,False,True,True,False,False,True,True,False,False,False,0
30,1,8,4,4,1,3,3,0,1,1,3,22438,1,5609.5,True,False,True,False,False,True,False,False,True,False,False,False,0
32,1,11,4,2,1,3,2,0,5,1,3,22656,1,5664.0,True,False,False,True,False,True,False,False,True,False,False,False,0
42,1,25,2,1,1,3,7,1,3,0,0,17759,2,8879.5,False,False,False,True,True,True,False,False,True,False,False,False,1
31,1,15,2,4,1,5,1,1,3,1,0,17321,2,8660.5,False,False,False,True,True,False,True,False,True,False,False,False,1
37,3,17,3,5,2,5,2,0,5,0,1,25772,2,8590.666667,True,False,False,True,True,True,False,False,False,False,True,False,1
29,3,16,2,4,3,4,2,1,5,0,1,23268,1,11634.0,True,False,False,True,False,True,False,False,False,True,False,False,0
34,1,6,2,3,3,3,1,0,4,1,0,20484,2,10242.0,True,False,True,False,True,True,False,False,False,True,False,False,0
29,1,9,3,4,1,3,8,0,3,0,1,23060,2,7686.666667,True,False,False,True,True,False,False,True,True,False,False,False,1
31,1,9,3,6,3,3,4,0,1,1,1,24769,2,8256.333333,True,False,True,False,False,False,False,True,False,True,False,False,0
35,1,8,3,3,3,5,3,0,4,0,0,20093,3,6697.666667,False,False,True,False,False,True,False,False,False,True,False,False,0
34,3,32,3,4,3,3,3,0,3,0,2,23217,1,7739.0,False,False,False,True,False,True,False,False,False,True,False,False,0
35,1,14,3,4,1,3,3,0,1,0,2,21650,1,7216.666667,True,False,False,True,True,False,False,True,True,False,False,False,0
30,1,7,4,4,1,3,3,0,2,0,3,22438,1,5609.5,True,False,True,False,False,True,False,False,True,False,False,False,0
51,1,7,3,5,1,3,4,0,3,1,1,22368,2,7456.0,True,False,False,True,True,True,False,False,True,False,False,False,0
27,3,30,3,5,3,3,2,1,1,0,1,22835,2,7611.666667,True,False,False,True,False,True,False,False,False,True,False,False,0
41,3,15,3,3,2,3,4,1,1,0,1,23189,2,7729.666667,True,False,True,False,True,True,False,False,False,False,True,False,0
29,1,12,3,4,1,3,3,1,1,0,1,22119,2,7373.0,True,True,False,False,True,False,False,True,True,False,False,False,1
40,1,17,3,3,3,3,2,0,3,1,1,21323,2,7107.666667,False,True,False,False,False,True,False,False,False,True,False,False,0
35,1,9,3,5,3,5,8,0,4,0,2,24635,1,8211.666667,True,False,True,False,True,True,False,False,False,True,False,False,0
35,3,22,4,4,3,5,3,0,1,1,3,24803,1,6200.75,True,False,False,True,False,False,False,True,False,True,False,False,0
30,2,6,2,3,1,3,1,0,1,0,1,17064,1,8532.0,True,False,True,False,True,True,False,False,True,False,False,False,0
46,3,33,4,4,3,5,4,0,1,0,3,22964,1,5741.0,False,False,True,False,False,True,False,False,False,True,False,False,1
36,3,17,3,5,2,5,2,0,5,1,2,28984,1,9661.333333,True,False,False,True,True,True,False,False,False,False,True,False,1
38,3,10,3,4,2,3,4,0,3,0,1,26106,2,8702.0,True,False,True,False,True,False,False,True,False,False,True,False,0
43,1,17,3,4,1,3,5,0,4,1,1,21614,2,7204.666667,False,True,False,False,True,True,False,False,True,False,False,False,0
58,1,8,2,4,1,3,1,1,2,0,0,17380,2,8690.0,False,False,True,False,True,True,False,False,True,False,False,False,1
30,1,14,4,5,1,3,8,0,5,1,2,21210,2,5302.5,True,False,False,True,False,True,False,False,True,False,False,False,0
57,1,16,4,4,1,3,4,0,1,1,1,21620,3,5405.0,False,False,False,True,False,True,False,False,True,False,False,False,0
30,3,28,3,3,2,5,1,0,1,1,1,23412,2,7804.0,False,False,True,False,False,True,False,False,False,False,True,False,0
30,1,15,3,3,3,5,2,0,2,0,1,18072,2,6024.0,False,False,False,True,True,True,False,False,False,True,False,False,0
36,3,8,3,3,1,3,4,1,3,0,0,17644,3,5881.333333,True,False,True,False,True,False,True,False,True,False,False,False,0
38,1,12,3,2,1,3,2,0,5,1,1,22178,2,7392.666667,False,True,False,False,True,False,False,True,True,False,False,False,0
37,3,18,4,4,2,3,2,0,5,0,3,28416,1,7104.0,False,True,False,False,False,True,False,False,False,False,True,False,0
47,3,9,4,6,4,4,5,1,5,1,1,35550,3,8887.5,True,True,False,False,False,True,False,False,False,False,False,False,0
45,1,31,3,4,3,3,1,0,4,0,0,20906,3,6968.666667,True,False,True,False,False,True,False,False,False,True,False,False,0
33,3,14,2,4,1,3,1,0,1,0,1,17342,1,8671.0,False,False,True,False,False,False,True,False,True,False,False,False,0
49,1,7,3,5,4,5,2,0,4,0,2,34080,1,11360.0,True,False,True,False,False,False,False,False,False,False,False,False,0
28,1,14,3,3,1,3,2,0,4,0,1,18310,2,6103.333333,True,False,True,False,False,False,True,False,True,False,False,False,0
44,3,6,3,3,3,5,6,1,2,0,0,20454,3,6818.0,True,False,False,True,False,True,False,False,False,True,False,False,0
33,1,10,4,4,3,5,3,0,2,1,2,25403,2,6350.75,True,False,False,True,False,False,False,False,False,True,False,False,0
45,1,15,4,2,1,3,4,1,3,1,1,21496,3,5374.0,True,False,True,False,True,True,False,False,True,False,False,False,0
53,3,8,3,4,4,3,3,0,3,0,0,30427,3,10142.33333,True,False,True,False,False,True,False,False,False,False,False,False,0
45,1,17,4,4,1,3,3,1,3,1,1,21614,3,5403.5,True,False,True,False,True,False,False,True,True,False,False,False,1
59,3,31,2,3,2,5,1,0,3,1,0,22637,2,11318.5,True,False,True,False,False,False,False,True,False,False,True,False,0
42,3,13,3,4,2,3,3,0,5,1,1,27919,2,9306.333333,True,False,False,True,True,False,False,True,False,False,True,False,0
34,1,8,2,4,3,3,2,0,4,0,0,24547,2,12273.5,False,False,True,False,True,False,False,False,False,True,False,False,0
37,3,10,3,5,2,3,3,1,1,1,1,29003,2,9667.666667,True,False,True,False,True,True,False,False,False,False,True,False,1
29,1,8,3,3,1,4,1,0,4,0,0,17703,3,5901.0,True,False,True,False,True,False,False,False,True,False,False,False,0
29,1,9,4,5,1,4,2,0,1,0,3,21879,1,5469.75,True,False,True,False,True,True,False,False,True,False,False,False,0
40,1,30,3,3,3,3,2,0,3,1,1,18319,2,6106.333333,True,True,False,False,True,True,False,False,False,True,False,False,0
31,2,15,4,5,1,3,8,0,5,1,3,20858,1,5214.5,False,False,True,False,False,True,False,False,True,False,False,False,1
60,3,32,5,4,2,5,2,0,3,1,2,26315,3,5263.0,True,False,True,False,False,False,False,True,False,False,True,False,0
36,1,34,3,5,1,5,3,0,4,0,2,21237,1,7079.0,True,False,False,True,False,False,True,False,True,False,False,False,0
49,1,22,3,3,1,5,5,1,1,1,1,17587,2,5862.333333,True,False,False,True,False,True,False,False,True,False,False,False,0
35,1,13,3,4,3,3,3,0,3,0,1,23487,2,7829.0,True,False,True,False,False,False,False,True,False,True,False,False,0
19,2,8,2,4,1,3,2,0,3,0,0,17564,2,8782.0,True,True,False,False,True,False,True,False,True,False,False,False,1
48,1,9,4,4,3,3,7,0,1,0,1,23748,3,5937.0,True,False,False,True,False,True,False,False,False,True,False,False,0
32,1,15,3,3,3,3,2,1,5,1,2,21322,1,7107.333333,True,False,True,False,False,False,False,False,False,True,False,False,0
42,1,8,3,4,3,3,4,0,1,1,0,21781,3,7260.333333,True,False,True,False,True,False,False,True,False,True,False,False,0
32,1,31,4,5,3,5,3,0,5,1,1,25490,3,6372.5,True,False,False,True,False,False,False,True,False,True,False,False,0
52,1,34,2,1,4,3,3,1,4,0,0,28247,2,14123.5,False,False,False,True,False,False,False,False,False,False,False,False,0
35,3,9,3,4,3,5,2,1,3,1,1,23216,2,7738.666667,True,False,False,True,False,False,False,True,False,True,False,False,0
30,1,28,3,2,2,5,3,0,5,1,2,28658,1,9552.666667,True,False,True,False,False,True,False,False,False,False,True,False,0
41,1,8,3,4,3,3,3,1,2,0,0,21811,3,7270.333333,False,False,True,False,False,False,False,True,False,True,False,False,0
40,1,13,4,4,1,5,2,1,2,1,2,21082,2,5270.5,True,False,False,True,True,False,False,False,True,False,False,False,1
55,1,8,3,3,4,3,3,1,5,0,0,31659,3,10553.0,True,False,True,False,False,False,True,False,False,False,False,False,0
37,3,6,2,4,2,3,6,0,1,1,1,25609,1,12804.5,True,False,True,False,True,True,False,False,False,False,True,False,1
20,1,10,4,4,1,4,3,0,3,1,3,20161,1,5040.25,True,False,False,True,False,False,True,False,True,False,False,False,0
31,1,11,3,4,1,3,2,1,4,1,1,20963,2,6987.666667,False,True,False,False,True,False,True,False,True,False,False,False,1
37,1,10,3,4,1,4,3,0,3,0,2,22370,1,7456.666667,False,True,False,False,True,True,False,False,True,False,False,False,0
38,1,8,2,4,2,3,4,1,5,1,1,22756,1,11378.0,True,False,False,True,False,True,False,False,False,False,True,False,0
46,1,6,3,3,2,5,1,0,2,0,0,24396,3,8132.0,True,False,False,True,True,True,False,False,False,False,True,False,0
31,1,17,3,3,3,5,2,1,1,1,1,21833,2,7277.666667,True,False,False,True,True,True,False,False,False,True,False,False,0
38,1,10,2,3,1,3,1,0,5,0,0,18306,2,9153.0,True,False,False,True,False,True,False,False,True,False,False,False,0
35,1,9,3,5,3,3,3,0,4,0,2,28225,1,9408.333333,False,False,True,False,True,True,False,False,False,True,False,False,0
25,3,20,4,4,1,4,3,0,1,0,1,20711,3,5177.75,False,False,True,False,False,False,False,False,True,False,False,False,0
38,1,10,3,4,2,3,3,0,2,1,1,28112,2,9370.666667,True,False,True,False,True,False,False,False,False,False,True,False,0
38,1,28,4,2,1,5,3,1,3,1,1,22242,3,5560.5,True,False,True,False,True,True,False,False,True,False,False,False,0
41,1,15,3,3,1,5,3,0,2,0,2,17238,1,5746.0,True,False,True,False,True,False,False,False,True,False,False,False,0
36,1,22,2,1,1,5,2,0,2,1,0,17743,2,8871.5,True,False,True,False,False,False,True,False,True,False,False,False,1
35,1,24,2,1,3,5,2,0,3,0,1,20208,1,10104.0,True,False,True,False,True,True,False,False,False,True,False,False,0
36,3,14,3,4,2,5,2,0,2,0,2,22587,1,7529.0,False,False,True,False,True,False,False,True,False,False,True,False,0
35,1,9,4,2,1,3,2,1,1,0,2,21610,2,5402.5,True,False,False,True,True,True,False,False,True,False,False,False,0
46,3,9,4,4,3,4,2,0,5,1,1,23483,3,5870.75,True,False,True,False,True,False,False,False,False,True,False,False,0
34,3,23,3,4,3,3,3,1,1,0,1,24046,2,8015.333333,False,False,True,False,False,True,False,False,False,True,False,False,0
28,3,16,3,3,1,4,2,0,5,1,1,16052,2,5350.666667,True,False,False,True,True,False,False,False,True,False,False,False,0
36,1,21,3,5,1,4,3,1,5,1,2,22421,1,7473.666667,True,False,True,False,True,True,False,False,True,False,False,False,1
48,1,23,4,2,3,3,3,1,1,1,1,23745,3,5936.25,False,False,False,True,True,True,False,False,False,True,False,False,0
38,3,7,3,6,3,3,3,0,1,0,2,28203,1,9401.0,False,False,False,True,True,True,False,False,False,True,False,False,0
36,3,17,3,3,2,3,1,0,5,0,0,24738,3,8246.0,False,True,False,False,False,False,False,False,False,False,True,False,0
38,1,16,3,3,1,3,1,0,5,0,2,17684,1,5894.666667,False,False,False,True,True,False,False,False,True,False,False,False,0
55,1,14,4,4,3,3,6,0,3,1,2,25532,2,6383.0,True,False,False,True,False,True,False,False,False,True,False,False,0
23,1,26,4,4,1,3,3,0,2,0,2,21001,2,5250.25,True,False,False,True,True,False,False,False,True,False,False,False,0
30,2,20,3,5,1,5,6,1,5,1,2,21013,1,7004.333333,True,False,True,False,True,True,False,False,True,False,False,False,1
35,3,24,3,3,3,5,1,0,3,0,0,17144,3,5714.666667,True,False,False,True,True,True,False,False,False,True,False,False,0
23,1,10,3,5,1,3,2,1,3,0,2,21531,1,7177.0,False,False,True,False,True,True,False,False,True,False,False,False,1
40,3,28,3,4,3,3,3,1,3,1,0,21380,3,7126.666667,True,False,False,True,True,True,False,False,False,True,False,False,1
34,3,10,3,3,3,3,1,0,2,1,0,21538,3,7179.333333,False,False,False,True,False,False,False,False,False,True,False,False,0
56,1,25,4,4,3,4,5,1,5,1,2,25063,2,6265.75,False,False,False,True,True,True,False,False,False,True,False,False,0
29,1,9,3,5,1,3,3,1,4,1,1,22545,2,7515.0,False,False,True,False,True,False,False,False,True,False,False,False,0
54,2,25,2,3,2,4,3,0,3,1,0,25725,2,12862.5,True,False,False,True,True,False,False,False,False,False,True,False,0
34,3,34,3,4,3,3,2,0,5,1,0,21712,3,7237.333333,True,False,False,True,False,True,False,False,False,True,False,False,0
46,3,10,2,4,5,4,3,0,5,1,0,33789,2,16894.5,True,False,False,True,False,False,False,False,False,False,False,True,0
35,1,24,2,3,2,3,3,0,3,0,0,24362,2,12181.0,False,False,True,False,True,False,False,True,False,False,True,False,0
36,1,11,3,4,3,3,3,1,1,1,2,22927,1,7642.333333,False,False,True,False,True,False,False,True,False,True,False,False,0
50,1,7,3,4,1,5,4,0,4,1,1,22258,2,7419.333333,True,True,False,False,False,False,False,False,True,False,False,False,0
39,1,7,4,4,2,5,3,0,4,1,3,32260,1,8065.0,True,True,False,False,False,False,False,False,False,False,True,False,0
24,1,23,3,4,1,4,2,0,3,1,1,17127,2,5709.0,True,False,True,False,True,False,False,False,True,False,False,False,0
34,3,16,4,4,3,5,2,1,3,0,2,26902,2,6725.5,True,False,False,True,False,False,False,True,False,True,False,False,1
58,1,15,3,4,1,4,5,1,1,1,1,18346,2,6115.333333,True,False,False,True,False,True,False,False,True,False,False,False,0
35,1,6,2,1,1,3,4,0,3,0,0,17506,2,8753.0,True,False,True,False,False,False,True,False,True,False,False,False,0
29,1,7,4,4,1,5,3,0,1,1,1,22269,3,5567.25,True,False,False,True,False,True,False,False,True,False,False,False,0
43,1,16,2,3,1,3,1,0,5,0,0,17455,2,8727.5,False,False,True,False,False,False,True,False,True,False,False,False,0
31,1,32,2,3,1,3,2,0,3,0,1,17911,1,8955.5,True,False,True,False,True,True,False,False,True,False,False,False,0
36,1,30,2,4,1,5,5,1,4,1,1,22692,1,11346.0,True,False,False,True,False,False,False,False,True,False,False,False,0
40,3,22,4,4,4,5,2,0,1,1,3,32019,1,8004.75,True,False,False,True,True,False,True,False,False,False,False,False,0
42,1,8,2,4,1,5,1,1,4,1,0,17593,2,8796.5,True,False,False,True,False,True,False,False,True,False,False,False,0
29,3,16,3,3,1,3,2,0,4,1,0,17642,3,5880.666667,True,False,True,False,True,False,True,False,True,False,False,False,0
53,1,8,2,1,4,4,5,0,1,1,0,31598,2,15799.0,True,False,False,True,True,False,True,False,False,False,False,False,0
30,3,9,3,4,3,3,3,0,1,0,2,23232,1,7744.0,False,False,True,False,True,False,False,True,False,True,False,False,0
40,1,13,3,5,2,5,6,0,4,1,1,28669,2,9556.333333,True,False,False,True,True,True,False,False,False,False,True,False,0
49,1,11,3,5,4,3,4,0,5,1,2,33880,1,11293.33333,False,False,False,True,True,True,False,False,False,False,False,False,0
28,1,22,3,2,3,5,1,0,5,0,2,20661,1,6887.0,True,False,False,True,True,False,True,False,False,True,False,False,0
24,1,24,2,3,1,3,1,0,4,1,0,17774,2,8887.0,True,False,True,False,True,False,False,False,True,False,False,False,0
35,1,26,3,4,3,4,6,0,3,1,1,23122,2,7707.333333,False,False,False,True,False,True,False,False,False,True,False,False,0
28,3,9,4,4,3,3,3,1,4,1,3,23156,1,5789.0,True,False,True,False,True,False,False,True,False,True,False,False,0
30,1,26,3,4,3,3,6,0,5,0,1,22940,2,7646.666667,True,True,False,False,True,True,False,False,False,True,False,False,0
39,3,9,2,3,3,3,5,1,4,1,1,20238,1,10119.0,True,False,False,True,False,True,False,False,False,True,False,False,1
30,1,8,2,4,3,3,6,1,1,1,1,21877,1,10938.5,True,False,False,True,False,False,False,True,False,True,False,False,0
37,1,19,3,5,2,3,2,0,2,1,1,27536,2,9178.666667,True,False,False,True,False,False,False,True,False,False,True,False,0
55,1,27,3,4,3,3,5,0,4,0,2,23547,1,7849.0,False,False,True,False,False,False,False,True,False,True,False,False,0
47,3,10,3,2,4,5,4,0,3,1,1,31903,2,10634.33333,True,True,False,False,False,True,False,False,False,False,False,False,0
25,1,24,4,4,1,4,3,0,1,1,3,20888,1,5222.0,True,False,True,False,False,True,False,False,True,False,False,False,1
48,3,35,3,3,2,3,4,0,4,0,0,27504,3,9168.0,True,False,False,True,False,False,False,False,False,False,True,False,0
39,1,12,3,3,1,5,1,1,1,1,1,17404,2,5801.333333,True,False,False,True,True,True,False,False,True,False,False,False,1
46,1,13,3,4,2,5,6,1,3,0,1,31923,2,10641.0,True,False,True,False,True,False,False,False,False,False,True,False,0
49,1,31,2,3,1,5,2,0,3,0,0,18211,2,9105.5,True,False,True,False,False,True,False,False,True,False,False,False,0
31,3,33,3,5,3,5,7,0,1,1,2,25374,1,8458.0,False,False,False,True,False,False,False,True,False,True,False,False,1
29,1,20,2,3,2,3,1,1,5,1,0,22553,2,11276.5,False,False,True,False,False,False,False,True,False,False,True,False,1
44,1,14,3,4,2,5,2,0,5,1,1,28663,2,9554.333333,True,False,True,False,False,False,False,False,False,False,True,False,0
45,3,7,4,4,3,3,2,0,4,1,2,23446,2,5861.5,False,False,False,True,False,False,False,False,False,True,False,False,0
